Vendedor_Responsavel,total_vendas,total_comissao,carros_vendidos
ASHLEY CRAWFORD,34746.0,3698.83,2
ASHLEY CRUZ,112296.0,8556.71,3
ASHLEY CUMMINGS,50526.0,5859.77,2
ASHLEY CUNNINGHAM,54343.0,5521.17,2
ASHLEY DANIELS,40286.0,2526.75,1
ASHLEY DAVENPORT,31720.0,3622.38,1
ASHLEY DAVID,41866.0,3756.47,1
ASHLEY DAVIS,334606.0,33130.29,10
ASHLEY DAY,41700.0,5943.89,1
ASHLEY DEAN,37677.0,2316.13,1
ASHLEY DELEON,47275.0,4686.08,1
ASHLEY DIAZ,121474.0,12205.56,5
ASHLEY DILLON,29090.0,3219.09,1
ASHLEY DIXON,76738.0,7249.62,3
ASHLEY DOMINGUEZ,20590.0,2845.71,1
ASHLEY DOUGHERTY,19026.0,1712.7,1
ASHLEY DOWNS,49211.0,6990.23,1
ASHLEY DRAKE,65187.0,6340.95,2
ASHLEY DUARTE,21711.0,3170.92,1
ASHLEY DUNCAN,35657.0,4250.75,1
ASHLEY DUNLAP,28543.0,1819.22,1
ASHLEY DUNN,25001.0,3207.9,1
ASHLEY DURAN,94518.0,11613.38,4
ASHLEY DYER,70299.0,5775.01,2
ASHLEY EATON,25643.0,2267.69,1
ASHLEY EDWARDS,367726.0,36189.32,10
ASHLEY EDWARDS DDS,24896.0,3626.4,1
ASHLEY ELLIOTT,94679.0,8743.1,3
ASHLEY ELLIS,46875.0,4720.36,1
ASHLEY ENGLISH,45561.0,5296.66,1
ASHLEY ESTRADA,40147.0,5570.12,1
ASHLEY EVANS,12526.0,703.25,1
ASHLEY EVERETT,26096.0,3728.34,1
ASHLEY FERNANDEZ,47637.0,4648.45,1
ASHLEY FERRELL,23291.0,2069.65,1
ASHLEY FIGUEROA,47647.0,5024.67,1
ASHLEY FISHER,119083.0,11429.32,3
ASHLEY FLORES,41886.0,5133.75,1
ASHLEY FOLEY,22959.0,1558.02,1
ASHLEY FORD,72094.0,7656.12,2
ASHLEY FOWLER,49990.0,7164.92,1
ASHLEY FOX,43926.0,5009.27,1
ASHLEY FRANCIS,46293.0,2484.14,1
ASHLEY FRANCO,45482.0,5080.719999999999,2
ASHLEY FRANKLIN,14827.0,1616.43,1
ASHLEY FREEMAN,72249.0,7361.89,3
ASHLEY FRENCH,125046.0,12957.66,3
ASHLEY FRITZ,25613.0,2008.93,1
ASHLEY FROST,49493.0,2608.81,1
ASHLEY FUENTES,73747.0,7484.09,2
ASHLEY GAINES,25667.0,1400.72,1
ASHLEY GARCIA,367338.0,33652.55,12
ASHLEY GARCIA MD,24729.0,2675.19,1
ASHLEY GARDNER,82818.0,8382.42,3
ASHLEY GARRETT,26607.0,3677.28,1
ASHLEY GARRISON,45673.0,2358.53,1
ASHLEY GARZA,76613.0,9144.19,3
ASHLEY GIBSON,35151.0,3865.93,1
ASHLEY GILBERT,61798.0,3546.17,2
ASHLEY GILLESPIE,74120.0,6958.110000000001,2
ASHLEY GILMORE,14394.0,901.73,1
ASHLEY GLASS,19235.0,1599.64,1
ASHLEY GOLDEN,39656.0,4281.57,2
ASHLEY GOMEZ,12205.0,701.92,1
ASHLEY GONZALES,143885.0,15440.87,4
ASHLEY GONZALEZ,95511.0,10939.88,4
ASHLEY GOODMAN,28954.0,1520.61,1
ASHLEY GOODWIN,10417.0,628.95,1
ASHLEY GORDON,33255.0,4985.94,1
ASHLEY GRAY,32202.0,3431.82,2
ASHLEY GREEN,114495.0,11775.85,3
ASHLEY GREENE,36240.0,3048.73,1
ASHLEY GRIFFIN,63227.0,6466.98,2
ASHLEY GRIFFITH,38743.0,5156.75,1
ASHLEY GRIMES,23189.0,1610.34,1
ASHLEY GROSS MD,45355.0,4873.34,1
ASHLEY GUTIERREZ,42521.0,2306.94,1
ASHLEY GUZMAN,40059.0,5536.47,1
ASHLEY HAHN,24960.0,2477.24,1
ASHLEY HALE,43330.0,5715.72,1
ASHLEY HALL,171089.0,15247.2,6
ASHLEY HAMILTON,45956.0,6192.8,1
ASHLEY HAMMOND,52434.0,5643.54,2
ASHLEY HAMPTON,42328.0,4633.23,1
ASHLEY HANCOCK,45751.0,4538.28,1
ASHLEY HANNA,41995.0,4395.77,1
ASHLEY HANSEN,40877.0,4076.56,1
ASHLEY HARDY,73568.0,7833.63,2
ASHLEY HARMON,43973.0,2715.41,1
ASHLEY HARPER,13680.0,1996.66,1
ASHLEY HARRELL,21444.0,1548.91,1
ASHLEY HARRINGTON,14835.0,834.57,1
ASHLEY HARRIS,147601.0,16110.83,5
ASHLEY HARRISON,129651.0,12801.02,3
ASHLEY HART,84727.0,8084.4,3
ASHLEY HARTMAN,24996.0,2953.36,1
ASHLEY HARVEY,10489.0,1082.78,1
ASHLEY HAWKINS,75298.0,7343.709999999999,2
ASHLEY HAYES,115102.0,8938.89,4
ASHLEY HAYNES,11136.0,930.67,1
ASHLEY HAYS,22382.0,3283.49,1
ASHLEY HENDERSON,12132.0,1486.39,1
ASHLEY HENDRICKS,36557.0,2865.73,1
ASHLEY HENRY,24121.0,2594.3900000000003,2
ASHLEY HERNANDEZ,26703.0,1908.01,1
ASHLEY HERRERA,49976.0,4362.03,1
ASHLEY HESTER,44808.0,3793.58,2
ASHLEY HICKS,31455.0,3650.38,1
ASHLEY HILL,88367.0,11170.97,3
ASHLEY HINES,84903.0,6140.82,3
ASHLEY HINTON,32035.0,1659.46,1
ASHLEY HODGES,84074.0,8478.48,2
ASHLEY HOFFMAN,25630.0,3569.58,1
ASHLEY HOGAN,10512.0,1450.13,1
ASHLEY HOLLAND,25570.0,1704.14,1
ASHLEY HOOVER,30198.0,2756.8,2
ASHLEY HORTON,11970.0,1142.48,1
ASHLEY HOUSE,43490.0,3214.03,1
ASHLEY HOUSTON,86386.0,8330.18,4
ASHLEY HOWARD,126516.0,15897.47,4
ASHLEY HOWE,79661.0,6353.6900000000005,3
ASHLEY HOWELL,43385.0,6086.2,1
ASHLEY HUBBARD,24657.0,3459.05,1
ASHLEY HUBER,43639.0,6479.16,1
ASHLEY HUDSON,40444.0,5705.82,1
ASHLEY HUGHES,19067.0,2558.26,1
ASHLEY HULL,23073.0,3178.73,1
ASHLEY HUMPHREY,12232.0,1056.17,1
ASHLEY HUNT,12118.0,1661.77,1
ASHLEY HUNTER,24593.0,1235.48,1
ASHLEY JACKSON,129449.0,14331.66,4
ASHLEY JACOBS,51681.0,6871.139999999999,2
ASHLEY JAMES,128024.0,14754.53,5
ASHLEY JENNINGS,23022.0,3021.52,1
ASHLEY JENSEN,78360.0,6182.05,2
ASHLEY JIMENEZ,74763.0,8781.18,2
ASHLEY JOHNS,49735.0,4358.09,1
ASHLEY JOHNSON,405687.0,44828.6,14
ASHLEY JONES,239879.0,24100.84,9
ASHLEY JOSEPH,32430.0,4415.15,1
ASHLEY JUAREZ,11254.0,772.87,1
ASHLEY KAUFMAN,34794.0,5047.72,1
ASHLEY KELLY,58694.0,5233.47,2
ASHLEY KENNEDY,123549.0,10701.11,4
ASHLEY KEY,29970.0,2133.4,1
ASHLEY KIDD,19210.0,1112.57,1
ASHLEY KIM,119726.0,8700.63,3
ASHLEY KING,45124.0,3483.9300000000003,2
ASHLEY KLEIN,36711.0,2210.51,1
ASHLEY KOCH,17048.0,2287.66,1
ASHLEY KRAUSE,27149.0,1958.64,1
ASHLEY KRUEGER,12675.0,1403.72,1
ASHLEY LAM,36281.0,4584.67,1
ASHLEY LAMB,71838.0,9161.13,2
ASHLEY LAMBERT,29803.0,4315.5,1
ASHLEY LANDRY,33072.0,4379.37,1
ASHLEY LANE,26277.0,3253.56,1
ASHLEY LARA,79287.0,7872.610000000001,2
ASHLEY LARSEN,47453.0,6413.54,1
ASHLEY LARSON,22161.0,2204.57,1
ASHLEY LAWRENCE,77224.0,5860.860000000001,2
ASHLEY LAWSON,25239.0,2131.28,1
ASHLEY LE,28788.0,2339.03,1
ASHLEY LEE,130880.0,11892.78,5
ASHLEY LEON,62622.0,7208.49,2
ASHLEY LEONARD,25322.0,2621.07,1
ASHLEY LEWIS,151438.0,15798.9,5
ASHLEY LI,39741.0,3306.8900000000003,2
ASHLEY LOGAN,53139.0,6392.57,2
ASHLEY LONG,128370.0,15374.96,3
ASHLEY LOPEZ,45683.0,6312.33,1
ASHLEY LOVE,65317.0,6580.91,2
ASHLEY LOZANO,29215.0,1629.29,1
ASHLEY LYNN PHD,38979.0,2214.99,1
ASHLEY LYONS,14272.0,812.48,1
ASHLEY MACK,31787.0,3019.31,1
ASHLEY MALDONADO,132450.0,9100.59,3
ASHLEY MALONE,77010.0,6923.95,2
ASHLEY MARKS,39943.0,2251.07,1
ASHLEY MARSH,30096.0,3778.53,1
ASHLEY MARSHALL,85825.0,8083.44,4
ASHLEY MARTIN,177756.0,20586.14,6
ASHLEY MARTINEZ,310162.0,29446.82,9
ASHLEY MATTHEWS,78474.0,8561.34,2
ASHLEY MAYER,36336.0,2819.32,1
ASHLEY MAYNARD,40540.0,3773.63,1
ASHLEY MCCARTHY,53932.0,4404.110000000001,2
ASHLEY MCCARTY,37745.0,2025.2,1
ASHLEY MCCONNELL,24577.0,3246.79,1
ASHLEY MCCORMICK,47845.0,2599.12,1
ASHLEY MCCOY,61187.0,5100.56,2
ASHLEY MCDONALD,40356.0,5682.39,1
ASHLEY MCGEE,36634.0,4302.5,1
ASHLEY MCINTYRE,38032.0,1981.29,1
ASHLEY MCKENZIE,47148.0,3509.92,1
ASHLEY MCKINNEY,23761.0,2131.6,1
ASHLEY MCLAUGHLIN,15704.0,1347.08,1
ASHLEY MCMAHON,10056.0,1351.17,1
ASHLEY MENDEZ,45623.0,5340.99,1
ASHLEY MENDOZA,52712.0,7120.58,2
ASHLEY MERRITT,70172.0,6446.280000000001,2
ASHLEY MEYER,61929.0,6645.719999999999,2
ASHLEY MICHAEL,49205.0,4442.55,1
ASHLEY MILES,19115.0,1396.01,1
ASHLEY MILLER,255175.0,21989.64,9
ASHLEY MITCHELL,88268.0,8047.389999999999,5
ASHLEY MONTES,27881.0,2496.64,1
ASHLEY MONTGOMERY,66241.0,5820.79,2
ASHLEY MOORE,97961.0,8225.98,4
ASHLEY MORALES,126924.0,11045.88,4
ASHLEY MORENO,60618.0,4763.56,2
ASHLEY MORGAN,181621.0,17206.2,5
ASHLEY MORRIS,42685.0,5737.26,1
ASHLEY MORRISON,71573.0,7082.63,2
ASHLEY MOSS,61584.0,7456.1,3
ASHLEY MUELLER,48659.0,6243.610000000001,2
ASHLEY MULLINS,43811.0,5642.66,1
ASHLEY MUNOZ,112826.0,10946.13,3
ASHLEY MURPHY,15590.0,2134.67,1
ASHLEY MURRAY,53346.0,6659.6900000000005,2
ASHLEY MYERS,47474.0,5459.9,1
ASHLEY NASH,33442.0,2282.94,1
ASHLEY NELSON,211100.0,17323.829999999998,7
ASHLEY NEWMAN,90987.0,9710.95,3
ASHLEY NICHOLS,114834.0,12845.04,3
ASHLEY NIELSEN,32199.0,2458.39,1
ASHLEY NIELSEN MD,36048.0,2143.45,1
ASHLEY NIXON,50587.0,3724.37,2
ASHLEY NORMAN,31888.0,4729.22,1
ASHLEY NORRIS,45751.0,4639.83,1
ASHLEY NUNEZ,16816.0,1329.14,1
ASHLEY OBRIEN,26316.0,3639.91,1
ASHLEY OCHOA,23067.0,1950.15,1
ASHLEY ODONNELL,19851.0,2809.79,1
ASHLEY OLIVER,76512.0,6831.900000000001,2
ASHLEY ORTEGA,60721.0,8898.45,2
ASHLEY ORTIZ,128945.0,15191.27,3
ASHLEY OSBORN,48172.0,4673.88,1
ASHLEY OWEN,90014.0,8099.469999999999,3
ASHLEY OWENS,83952.0,6740.49,2
ASHLEY PACHECO,41414.0,5566.12,2
ASHLEY PAGE,22750.0,1678.44,1
ASHLEY PALMER,46257.0,3257.29,1
ASHLEY PARK,57719.0,5801.58,2
ASHLEY PARKER,109929.0,8917.21,3
ASHLEY PARKS,13314.0,903.87,1
ASHLEY PARSONS,33788.0,2986.84,1
ASHLEY PATEL,32612.0,3061.4,2
ASHLEY PATTON,40553.0,4771.47,1
ASHLEY PAYNE,52804.0,5284.04,3
ASHLEY PEARSON,52000.0,7296.44,2
ASHLEY PENA,23558.0,3200.35,1
ASHLEY PEREZ,67507.0,8323.85,2
ASHLEY PERKINS,34086.0,4626.82,1
ASHLEY PERRY,33507.0,3621.98,2
ASHLEY PETERS,41253.0,3542.48,1
ASHLEY PETERSEN,12872.0,735.59,1
ASHLEY PETERSON,38639.0,3431.49,1
ASHLEY PETTY,18527.0,2235.68,1
ASHLEY PHAM,31537.0,3130.86,1
ASHLEY PHELPS,27052.0,2473.94,1
ASHLEY PHILLIPS,44716.0,3229.52,1
ASHLEY PIERCE,84979.0,8331.54,3
ASHLEY PITTS,11386.0,1104.93,1
ASHLEY POPE,28795.0,3637.73,1
ASHLEY PORTER,71297.0,4512.08,2
ASHLEY PORTER MD,42536.0,4525.12,1
ASHLEY POWELL,63755.0,6197.280000000001,2
ASHLEY POWERS,17258.0,1691.24,1
ASHLEY PRESTON,27447.0,3065.63,1
ASHLEY PRICE,143460.0,20336.99,4
ASHLEY PRINCE,32324.0,2421.53,1
ASHLEY QUINN,12962.0,1045.77,1
ASHLEY RAMIREZ,95021.0,10050.03,3
ASHLEY RAMOS,70784.0,8231.57,3
ASHLEY RANDALL,52946.0,4352.04,2
ASHLEY RANDOLPH,41626.0,2534.48,1
ASHLEY RAY,57515.0,6430.610000000001,2
ASHLEY REED,117054.0,13609.47,4
ASHLEY REESE,19242.0,1299.81,1
ASHLEY REID,37034.0,4298.75,1
ASHLEY REILLY,64887.0,9314.39,2
ASHLEY REYES,19812.0,2126.62,1
ASHLEY REYNOLDS,112788.0,13099.45,3
ASHLEY RHODES,39192.0,3411.99,2
ASHLEY RICE,44935.0,5723.96,1
ASHLEY RICHARD,31873.0,4705.77,1
ASHLEY RICHARDS,17312.0,1282.0,1
ASHLEY RICHARDSON,37084.0,3092.84,2
ASHLEY RIVERA,47661.0,3012.68,1
ASHLEY ROACH,34654.0,2717.28,1
ASHLEY ROBERSON,15939.0,2056.56,1
ASHLEY ROBERTS,106423.0,10282.5,4
ASHLEY ROBERTSON DDS,28526.0,2460.82,1
ASHLEY ROBINSON,255259.0,27120.39,7
ASHLEY RODRIGUEZ,230517.0,22887.2,8
ASHLEY ROGERS,67657.0,7210.24,3
ASHLEY ROJAS,18801.0,2068.35,1
ASHLEY ROLLINS,34551.0,4144.8,1
ASHLEY ROMAN,37779.0,3029.76,1
ASHLEY ROMERO,12925.0,848.0,1
ASHLEY ROSE,226837.0,24556.3,6
ASHLEY ROSS,82452.0,8356.43,3
ASHLEY ROWE,31300.0,3837.58,1
ASHLEY RUBIO,28512.0,2767.89,1
ASHLEY RUIZ,46409.0,6125.06,1
ASHLEY RUSH,13975.0,2013.13,1
ASHLEY RUSSELL,33082.0,4045.64,1
ASHLEY RUSSO DVM,13613.0,1781.38,1
ASHLEY RYAN,75948.0,5427.62,3
ASHLEY SALINAS,21044.0,2064.15,1
ASHLEY SANCHEZ,175436.0,16938.260000000002,6
ASHLEY SANDERS,24348.0,1462.43,1
ASHLEY SANDOVAL,14985.0,1229.85,1
ASHLEY SANFORD,46672.0,6655.29,1
ASHLEY SANTANA,48104.0,5941.58,1
ASHLEY SANTIAGO,38906.0,4580.06,1
ASHLEY SANTOS,35920.0,2317.02,2
ASHLEY SAVAGE,23419.0,2210.78,1
ASHLEY SCHMIDT,38804.0,3296.93,1
ASHLEY SCHROEDER,26944.0,3779.26,2
ASHLEY SCHWARTZ,18950.0,1271.31,1
ASHLEY SCOTT,75780.0,7132.2300000000005,3
ASHLEY SELLERS,46641.0,3278.68,1
ASHLEY SERRANO,49290.0,2841.19,1
ASHLEY SEXTON,43450.0,3382.24,1
ASHLEY SHANNON DDS,44671.0,4657.49,1
ASHLEY SHAW,25653.0,3768.62,1
ASHLEY SHELTON,72288.0,8447.34,3
ASHLEY SHEPARD,47328.0,3375.6,1
ASHLEY SHERMAN,11948.0,784.35,1
ASHLEY SHORT,45798.0,5025.28,1
ASHLEY SIMPSON,81792.0,6416.01,2
ASHLEY SINGH,93872.0,10315.83,3
ASHLEY SINGH DDS,23337.0,1631.01,1
ASHLEY SKINNER,11179.0,1395.08,1
ASHLEY SLOAN,85639.0,8186.98,2
ASHLEY SMITH,607627.0,63953.36,20
ASHLEY SNYDER,28703.0,1708.49,1
ASHLEY SOLIS,28815.0,2582.74,1
ASHLEY SPARKS,42845.0,4432.92,1
ASHLEY SPENCER,100741.0,7007.9800000000005,3
ASHLEY STAFFORD,61489.0,8925.67,2
ASHLEY STANLEY,43837.0,4804.0,1
ASHLEY STEELE,30957.0,2859.46,1
ASHLEY STEIN,43334.0,5978.76,1
ASHLEY STEPHENS,62882.0,6221.87,2
ASHLEY STEPHENSON,39039.0,2470.33,1
ASHLEY STEVENS,24839.0,2544.59,2
ASHLEY STEVENSON,98082.0,8705.310000000001,3
ASHLEY STEWART,21616.0,1556.08,1
ASHLEY SULLIVAN,84158.0,8257.560000000001,3
ASHLEY SUMMERS,15944.0,1250.15,1
ASHLEY SUTTON,90729.0,6277.360000000001,3
ASHLEY TATE,25861.0,1682.12,1
ASHLEY TAYLOR,117516.0,12106.52,5
ASHLEY TERRELL,30820.0,3364.11,1
ASHLEY TERRY,58106.0,7562.85,2
ASHLEY THOMAS,150737.0,17152.34,5
ASHLEY THOMAS MD,32428.0,2599.17,1
ASHLEY THOMPSON,222460.0,24145.88,7
ASHLEY THORNTON,13015.0,1694.61,1
ASHLEY TORRES,117019.0,15458.46,3
ASHLEY TRAN,70638.0,5345.96,2
ASHLEY TRAVIS,48501.0,5632.75,1
ASHLEY TURNER,35367.0,3577.2,1
ASHLEY UNDERWOOD,25577.0,3311.53,1
ASHLEY VALDEZ,49894.0,3500.58,1
ASHLEY VALENCIA,36754.0,2805.46,1
ASHLEY VALENTINE,37048.0,3903.22,1
ASHLEY VASQUEZ,91722.0,7570.37,3
ASHLEY VAUGHAN,39704.0,2540.44,1
ASHLEY VAZQUEZ,68843.0,6098.789999999999,2
ASHLEY WAGNER,34012.0,3020.19,1
ASHLEY WALKER,23668.0,1843.5,1
ASHLEY WALLACE,56708.0,6361.14,2
ASHLEY WALSH,35487.0,4777.21,1
ASHLEY WALTON,15879.0,938.91,1
ASHLEY WARD,77556.0,6640.02,2
ASHLEY WARREN,41830.0,3218.4,1
ASHLEY WASHINGTON,108372.0,12883.59,3
ASHLEY WATSON,129635.0,14311.82,3
ASHLEY WEAVER,48435.0,6635.53,1
ASHLEY WEBB,88727.0,9685.98,2
ASHLEY WEBER,48210.0,4089.94,2
ASHLEY WEBSTER,27678.0,3945.76,1
ASHLEY WEISS,149580.0,16526.21,4
ASHLEY WELLS,48595.0,5523.94,1
ASHLEY WELLS DDS,33143.0,2514.21,1
ASHLEY WEST,109478.0,10727.27,3
ASHLEY WHEELER,101901.0,10926.57,3
ASHLEY WHITE,114006.0,11805.21,3
ASHLEY WHITE DDS,31991.0,2704.93,1
ASHLEY WHITEHEAD,45714.0,4221.03,1
ASHLEY WILCOX,11936.0,1606.43,1
ASHLEY WILKERSON,36625.0,2056.24,1
ASHLEY WILLIAMS,305381.0,28988.03,11
ASHLEY WILLIAMS MD,34055.0,4891.71,1
ASHLEY WILLIAMSON,49229.0,3918.07,1
ASHLEY WILLIS,11418.0,866.8,1
ASHLEY WILSON,190802.0,18421.5,6
ASHLEY WOOD,97790.0,9855.82,4
ASHLEY WOOD DDS,20663.0,1726.93,1
ASHLEY WOODS,171022.0,17090.67,5
ASHLEY WRIGHT,114724.0,13493.56,4
ASHLEY YATES,34058.0,3219.98,1
ASHLEY YORK,44470.0,2733.15,1
ASHLEY YOUNG,141750.0,13380.64,4
ASHLEY YU,38170.0,5549.86,1
ASHLEY ZUNIGA,25542.0,1296.51,1
AUDREY ALLEN,15492.0,1393.35,1
AUDREY BEAN,12385.0,1291.02,1
AUDREY BEARD,27409.0,3446.53,1
AUDREY BENNETT,25340.0,3666.68,1
AUDREY BENTLEY,49598.0,6091.83,1
AUDREY BREWER,27251.0,2312.26,1
AUDREY BRIGGS,43500.0,4320.48,1
AUDREY BROWN,91825.0,12167.36,2
AUDREY BROWN DDS,23751.0,2313.44,1
AUDREY BURCH,61683.0,6920.23,2
AUDREY BUTLER,12210.0,814.65,1
AUDREY CARPENTER,37186.0,1910.91,1
AUDREY CLEMENTS,32537.0,4397.78,1
AUDREY COLLINS,25034.0,2709.16,1
AUDREY COX,12842.0,870.71,1
AUDREY DAUGHERTY,17570.0,878.51,1
AUDREY DELEON,32010.0,1774.09,1
AUDREY DUARTE,29501.0,3429.89,1
AUDREY ELLIS,16578.0,1846.05,1
AUDREY EVERETT,12830.0,1807.65,1
AUDREY FLORES,32637.0,2016.2,1
AUDREY FRANCIS,34015.0,1880.59,1
AUDREY GIBBS,40329.0,2551.78,1
AUDREY GONZALEZ,31703.0,4253.11,1
AUDREY GRAHAM,26292.0,3503.1,1
AUDREY GUERRA,26056.0,1621.43,1
AUDREY HANEY,10903.0,979.98,1
AUDREY HARDY,37567.0,2135.04,1
AUDREY HEBERT,20124.0,1023.89,1
AUDREY HESTER,41686.0,3456.15,1
AUDREY HILL,36826.0,4525.88,1
AUDREY HOGAN,40028.0,3010.6,1
AUDREY HURLEY,18288.0,1172.99,1
AUDREY JACKSON,20915.0,2796.05,1
AUDREY JACOBS,28784.0,3649.39,1
AUDREY JAMES,18237.0,1035.64,1
AUDREY JONES,84031.0,9016.67,2
AUDREY JUAREZ,22398.0,2414.03,1
AUDREY KIM,14628.0,858.93,1
AUDREY KING,24801.0,2633.21,1
AUDREY KIRK,34018.0,4941.9,1
AUDREY MADDOX,27541.0,2900.77,1
AUDREY MAYS,26132.0,3141.87,1
AUDREY MEADOWS,35834.0,1933.47,1
AUDREY MILLER,42693.0,6297.33,1
AUDREY MORTON,30707.0,2854.24,1
AUDREY MUNOZ,13595.0,1169.95,1
AUDREY OLSON,34669.0,2243.59,1
AUDREY ORTIZ,15215.0,1209.89,1
AUDREY PATEL,18550.0,2253.77,1
AUDREY PECK,43982.0,5769.69,1
AUDREY PETERSON,14375.0,1073.06,1
AUDREY REED,19412.0,2670.88,1
AUDREY REEVES,28761.0,3964.84,1
AUDREY REYES,17532.0,1329.32,1
AUDREY RICH,16426.0,1659.32,1
AUDREY RIOS,10498.0,1286.68,1
AUDREY ROBERTSON,37515.0,4212.85,1
AUDREY ROMERO,61970.0,5546.05,2
AUDREY ROSALES,14138.0,1145.08,1
AUDREY ROTH,17153.0,1653.57,1
AUDREY ROWE,31818.0,3473.66,1
AUDREY SCHULTZ,18869.0,2814.32,1
AUDREY SCOTT,46183.0,4563.23,2
AUDREY SHAH,32670.0,3199.13,1
AUDREY TATE,43675.0,2722.16,1
AUDREY TERRY,49596.0,3027.4,1
AUDREY THOMAS,24282.0,1474.04,1
AUDREY THOMPSON,20456.0,2504.69,1
AUDREY VEGA,16382.0,2078.86,1
AUDREY WALKER,26773.0,3860.66,1
AUDREY WARREN,38673.0,3747.71,1
AUDREY WEAVER,43140.0,6081.22,1
AUDREY WILKERSON,17230.0,2341.08,1
AUDREY WRIGHT,48230.0,4683.37,2
AUSTIN ACOSTA,13314.0,1532.73,1
AUSTIN ADAMS,47416.0,6761.52,1
AUSTIN ALEXANDER,44239.0,3455.46,1
AUSTIN ALLEN,112620.0,8810.43,3
AUSTIN ALVARADO,36224.0,3926.36,1
AUSTIN ALVAREZ,12482.0,1322.51,1
AUSTIN ARCHER,28208.0,3433.94,1
AUSTIN ARROYO,38988.0,5279.1900000000005,2
AUSTIN ATKINSON,37357.0,5438.43,1
AUSTIN BAKER JR.,35525.0,3623.47,1
AUSTIN BANKS,24289.0,3138.78,1
AUSTIN BATES DVM,24748.0,2974.52,1
AUSTIN BEARD,33212.0,3186.39,1
AUSTIN BECK,59225.0,6257.06,2
AUSTIN BELL,11012.0,1265.67,1
AUSTIN BEST,47269.0,2979.71,1
AUSTIN BOWEN,12082.0,1748.2,1
AUSTIN BOWERS,39642.0,3888.96,1
AUSTIN BOYD,26931.0,2524.84,1
AUSTIN BREWER,49474.0,4290.64,1
AUSTIN BRIDGES,36509.0,5410.62,1
AUSTIN BROWN,71805.0,5818.07,2
AUSTIN BRUCE PHD,14912.0,2067.44,1
AUSTIN BRYANT,19447.0,2654.32,1
AUSTIN BURCH,25943.0,2667.54,1
AUSTIN BURKE,44228.0,4387.2300000000005,2
AUSTIN BURNS,19794.0,1880.85,1
AUSTIN CAIN,12671.0,1813.45,1
AUSTIN CALDERON,12765.0,1620.58,1
AUSTIN CARR MD,24161.0,3047.19,1
AUSTIN CARTER,41028.0,4184.1,1
AUSTIN CHRISTENSEN,20449.0,1562.81,1
AUSTIN CLARK,43879.0,5271.1,1
AUSTIN CLEMENTS,63903.0,5076.77,2
AUSTIN COLE,15504.0,1700.79,1
AUSTIN COLLINS,66055.0,7728.01,2
AUSTIN DALTON,27284.0,4012.63,1
AUSTIN DAVIS,48353.0,5709.65,2
AUSTIN DAWSON,34202.0,5008.73,1
AUSTIN DELEON,48600.0,5870.69,1
AUSTIN DENNIS,21547.0,2756.11,1
AUSTIN DICKSON,43765.0,4307.4,1
AUSTIN DIXON,36803.0,1840.52,1
AUSTIN DORSEY,49164.0,6848.1,1
AUSTIN DOUGLAS,31657.0,4331.42,1
AUSTIN EDWARDS,28454.0,2394.76,1
AUSTIN FERGUSON,85650.0,11219.07,3
AUSTIN FISHER,67647.0,8336.42,2
AUSTIN FRAZIER,12142.0,842.79,1
AUSTIN FREDERICK,116504.0,9221.04,3
AUSTIN FREEMAN,19813.0,2413.58,1
AUSTIN FULLER,11501.0,1290.81,1
AUSTIN GALLEGOS,31244.0,3611.06,1
AUSTIN GARCIA,106721.0,7296.75,3
AUSTIN GARDNER,33823.0,1695.45,1
AUSTIN GARRISON,45714.0,3253.95,1
AUSTIN GEORGE,37703.0,3487.41,1
AUSTIN GLOVER,13190.0,1584.21,1
AUSTIN GONZALES,57569.0,6940.37,2
AUSTIN GONZALEZ,63868.0,4730.030000000001,2
AUSTIN GRANT,46357.0,6511.81,1
AUSTIN GREGORY,13888.0,1867.78,1
AUSTIN GRIFFITH,47114.0,2460.51,1
AUSTIN GROSS,30407.0,4558.99,1
AUSTIN HALL,40328.0,4676.37,1
AUSTIN HARRINGTON,32804.0,4661.36,1
AUSTIN HARRIS,57355.0,5202.33,2
AUSTIN HARTMAN,29733.0,1897.14,1
AUSTIN HAYNES,77463.0,9814.42,2
AUSTIN HENDERSON,63779.0,4877.65,2
AUSTIN HENRY,11223.0,1520.9,1
AUSTIN HERNANDEZ,11003.0,1470.98,1
AUSTIN HESTER,45633.0,2583.6,1
AUSTIN HICKS,16808.0,1917.89,1
AUSTIN HOLLAND,31588.0,3148.42,1
AUSTIN HOLMES,29934.0,1601.69,1
AUSTIN HUFF,10699.0,818.12,1
AUSTIN HUGHES,41108.0,3761.85,1
AUSTIN INGRAM DVM,20289.0,1869.58,1
AUSTIN JACKSON,124237.0,14178.87,4
AUSTIN JAMES,47335.0,6499.1,1
AUSTIN JENNINGS,25015.0,1616.9,1
AUSTIN JOHNS,24031.0,1367.39,1
AUSTIN JOHNSON,159582.0,14441.69,4
AUSTIN JONES,41602.0,5978.14,1
AUSTIN JOYCE,32121.0,4362.15,1
AUSTIN KELLER,35498.0,2956.87,1
AUSTIN KIDD,37066.0,3266.28,1
AUSTIN KRUEGER,77362.0,6264.68,2
AUSTIN LANE,108222.0,12846.37,3
AUSTIN LEE,64818.0,6751.3,3
AUSTIN LEWIS,48698.0,3782.22,1
AUSTIN LONG,26733.0,3733.82,1
AUSTIN LOPEZ,26155.0,2698.0,1
AUSTIN LUNA,49716.0,4351.86,1
